mp-754118,-2.232706782
mp-633688,-1.787175023
mp-3799,-3.294753395
mp-12487,-1.290863847
mp-775132,-2.74674569
mp-9712,-2.495695154
mp-754249,-2.358603557
mp-758115,-2.557367304
mp-755009,-3.861520801
mp-32736,-2.082182116
mp-755364,-2.874360916
mp-19113,-1.405282735
mp-31808,-2.529714492
mp-772777,-2.61524047
mp-558875,-2.248374807
mp-561117,-1.394271508
mp-849412,-2.737287627
mp-772260,-2.820926693
mp-540352,-2.319591743
mp-541044,-2.948288286
mp-557769,-1.95820251
mp-30055,-1.500408331
mp-28435,-1.636245999
mp-772343,-2.088690261
mp-15257,-2.154980616
mp-29796,-2.170327921
mp-23339,-1.002903302
mp-766236,-3.978522446
mp-5477,-2.237689946
mp-41732,-3.067548442
mp-560768,-3.104904918
mp-734019,-1.535702067
mp-781076,-1.960387519
mp-3075,-0.643277739
mp-32041,-2.347589363
mp-34144,-3.364327384
mp-2908,-3.021072629
mp-771075,-2.03210925
mp-772365,-1.719429204
mp-642646,-1.814291137
mp-753472,-3.188611331
mp-566057,-2.64577476
mp-743928,-2.09955991
mp-6219,-0.297552415
mp-779364,-2.168222237
mp-5380,-1.77065394
mp-24034,-0.309670471
mp-555447,-3.096706354
mp-12355,-3.592729213
mp-642831,-2.182452741
mp-23084,-1.679878981
mp-540946,-2.313500631
mp-767302,-2.433325304
mp-7090,-0.573006131
mp-7223,-1.16004724
mp-8989,-2.341762942
mp-763957,-2.684089474
mp-770215,-2.640948727
mp-769727,-1.35772729
mp-781501,-2.095125556
mp-763868,-2.702986589
mp-566333,-1.942573086
mp-28030,-2.642234694
mp-779362,-2.417687452
mp-761478,-2.423343483
mp-776520,-2.960191968
mp-570393,-0.289100122
mp-864993,-0.628208936
mp-9272,-0.693715915
mp-553962,-1.472693583
mp-780890,-1.975815882
mp-560381,-2.876411066
mp-780753,-2.040463699
mp-17864,-2.934830188
mp-676023,-4.095275303
mp-771413,-2.10516432
mp-26702,-2.526652384
mp-32495,-2.69036273
mp-773039,-3.02030134
mp-37680,-1.916745122
mp-767357,-1.348324497
mp-6625,-2.305926462
mp-18411,-1.068813667
mp-761841,-2.538729094
mp-684504,-2.518984702
mp-556088,-3.165724404
mp-771161,-2.746424907
mp-29955,-0.507804145
mp-9807,-2.578486771
mp-13816,-3.609765604
mp-780214,-2.204730194
mp-768009,-2.40921893
mp-556806,-3.005474808
mp-773605,-2.38356519
mp-644409,-2.736159228
mp-531820,-3.267934939
mp-775684,-2.050177577
mp-779807,-2.226894322
mp-849371,-1.814788666
mp-764229,-2.687082986
mp-15895,-0.690952369
mp-778593,-1.815668137
mp-753360,-2.17536685
mp-559227,-0.922240267
mp-675989,-0.55376914
mp-723064,-2.548817583
mp-562977,-2.346756297
mp-557915,-3.113499606
mp-557285,-2.490364909
mp-767932,-3.151100014
mp-679930,-0.124474729
mp-557012,-2.950063117
mp-774424,-2.31048054
mp-552806,-2.409015731
mp-1009127,-2.304966247
mp-562012,-2.442613315
mp-989197,-1.650437833
mp-554236,-3.311016477
mp-6046,-2.42429276
mp-777422,-2.97873135
mp-14835,-3.246421161
mp-18944,-2.403528356
mp-541670,-1.61334582
mp-763843,-2.073915854
mp-540065,-2.449561521
mp-769632,-1.776019792
mp-32012,-2.299256847
mp-23005,-0.509325035
mp-765074,-2.331177045
mp-780129,-2.289647636
mp-573324,-2.990982579
mp-764190,-2.41600706
mp-7571,-3.418741505
mp-567407,-1.896919936
mp-764567,-2.232452683
mp-867676,-1.88100024
mp-31134,-0.855770835
mp-531793,-3.341082801
mp-768120,-2.353716811
mp-3817,-2.264050175
mp-744579,-1.445086699
mp-765658,-2.992158261
mp-759711,-1.623506075
mp-28288,-2.443184618
mp-553998,-3.210696649
mp-626690,-0.964537295
mp-775357,-3.018078355
mp-850441,-1.839853792
mp-764324,-3.07226174
mp-774317,-2.455011395
mp-8207,-1.106746264
mp-753714,-1.135180944
mp-772040,-1.905392171
mp-574580,-1.111576184
mp-557874,-2.333911895
mp-614628,-2.8122053
mp-779092,-2.920144698
mp-568287,-2.830912433
mp-7233,-3.491444638
mp-555088,-2.32426002
mp-770448,-3.637919208
mp-997094,-1.864414098
mp-752767,-2.175668971
mp-771077,-2.444552078
mp-761814,-2.331995057
mp-32087,-2.56673257
mp-16001,-1.15816245
mp-561288,-1.652684055
mp-19325,-3.101143832
mp-764627,-2.072287158
mp-676874,-3.637813463
mp-567090,-2.486674538
mp-706277,-1.068331551
mp-540584,-1.297271095
mp-744192,-1.016511133
mp-14036,-2.628851441
mp-542478,-2.147939475
mp-868320,-2.568539104
mp-771807,-2.359757526
mp-998739,-3.085217206
mp-625653,-1.16679839
mp-540474,-2.376390994
mp-772241,-2.730759717
mp-753309,-2.535511533
mp-762639,-2.527128374
mp-540631,-2.482350474
mp-760501,-2.692172959
mp-7060,-2.06667965
mp-770124,-3.418492411
mp-763307,-2.334761857
mp-36447,-2.866919543
mp-32395,-2.356116702
mp-540686,-2.635081967
mp-753809,-1.945040139
mp-765073,-2.452798179
mp-770941,-2.270509348
mp-775082,-1.849919281
mp-558578,-3.213068033
mp-768026,-2.265052957
mp-568633,-2.074558775
mp-746030,-2.409428177
mp-573815,-0.349664367
mp-761806,-1.967580325
mp-581834,-0.604815983
mp-19247,-3.041869946
mp-556343,-2.897750681
mp-8081,-2.995173245
mp-677095,-2.311013793
mp-770913,-2.425956934
mp-25725,-1.3560717
mp-6189,-3.006849309
mp-14105,-2.43164498
mp-767793,-2.169415403
mp-23405,-1.457295213
mp-762935,-2.298518529
mp-770094,-3.146530628
mp-775524,-2.335139299
mp-1568,-0.315384008
mp-782053,-2.854329879
mp-24560,-2.177308228
mp-976148,-0.422422216
mp-556463,-2.358274328
mp-19094,-2.480275698
mp-24921,-2.490950631
mp-542512,-2.716032972
mp-9646,-3.012447073
mp-1019524,-1.887466666
mp-540566,-1.715935991
mp-779172,-2.330316585
mp-29468,-1.951218152
mp-561066,-0.479010717
mp-768330,-2.290441729
mp-33684,-2.352593528
mp-571412,-0.608680378
mp-698479,-2.380387091
mp-769144,-1.906145925
mp-19896,-1.062350822
mp-600018,-3.255608268
mp-778916,-2.491955307
mp-27774,-0.438871323
mp-12160,-2.836419577
mp-780510,-2.392502812
mp-850469,-2.723413586
mp-22951,-3.147390902
mp-762908,-2.967935892
mp-778064,-1.764507129
mp-22882,-2.457284488
mp-764002,-2.420797624
mp-25694,-2.630964338
mp-769890,-2.715484264
mp-31958,-2.563944138
mp-571478,-0.33157527
mp-766365,-1.903330596
mp-764528,-2.2849806
mp-622026,-1.444038233
mp-775432,-2.232391742
mp-770178,-2.215246661
mp-567398,-0.82745589
mp-555048,-3.243842545
mp-762841,-1.934634928
mp-755977,-1.357891806
mp-561479,-2.658005762
mp-773194,-2.239635237
mp-28941,-1.03637127
mp-28372,-0.800058721
mp-763483,-2.508884672
